,ask,bid,change,contractSize,contractSymbol,currency,expiration,impliedVolatility,inTheMoney,lastPrice,lastTradeDate,openInterest,percentChange,strike,type,volume,dte,human_time
0,14.1,13.1,1.2699995,REGULAR,IQ180727C00020000,USD,1532649600,4.082036147460938,True,12.57,1532112197,1,11.238934,20.0,call,7,3,2018-07-26 17:00:00
1,8.5,8.1,-2.0599995,REGULAR,IQ180727C00025000,USD,1532649600,2.304691738281249,True,7.59,1532098864,35,-21.347145,25.0,call,10,3,2018-07-26 17:00:00
2,8.6,7.6,0.0,REGULAR,IQ180727C00025500,USD,1532649600,2.521488071289062,True,7.3,1532145485,0,0.0,25.5,call,3,3,2018-07-26 17:00:00
3,11.9,9.1,9.0,REGULAR,IQ180727C00026000,USD,1532649600,4.949222563476562,True,9.0,1531424770,2,100.0,26.0,call,1,3,2018-07-26 17:00:00
4,7.6,6.5,0.0,REGULAR,IQ180727C00026500,USD,1532649600,2.210941972656249,True,9.5,1531942607,14,0.0,26.5,call,10,3,2018-07-26 17:00:00
5,6.0,5.6,0.3000002,REGULAR,IQ180727C00027000,USD,1532649600,1.16797291015625,True,6.0,1532353150,10,5.263161,27.0,call,2,3,2018-07-26 17:00:00
6,5.5,5.2,-3.1,REGULAR,IQ180727C00027500,USD,1532649600,1.1640666796875,True,5.4,1532355258,141,-36.470585,27.5,call,3,3,2018-07-26 17:00:00
7,5.1,4.7,0.5,REGULAR,IQ180727C00028000,USD,1532649600,1.142582412109375,True,4.7,1532353948,109,11.904762,28.0,call,5,3,2018-07-26 17:00:00
8,4.5,4.3,-3.8599997,REGULAR,IQ180727C00028500,USD,1532649600,1.046879765625,True,4.5,1532355608,10,-46.172245,28.5,call,6,3,2018-07-26 17:00:00
9,4.0,3.8,1.0,REGULAR,IQ180727C00029000,USD,1532649600,0.949219257812499,True,4.5,1532352608,113,28.57143,29.0,call,1,3,2018-07-26 17:00:00
10,6.4,4.3,0.0,REGULAR,IQ180727C00029500,USD,1532649600,2.46094134765625,True,5.7,1531540260,0,0.0,29.5,call,1,3,2018-07-26 17:00:00
11,3.2,2.95,-0.74,REGULAR,IQ180727C00030000,USD,1532649600,0.929688203125,True,2.9,1532366303,340,-20.32967,30.0,call,14,3,2018-07-26 17:00:00
12,2.75,2.5,-0.19999981,REGULAR,IQ180727C00030500,USD,1532649600,0.8632826171875,True,2.4,1532368644,8,-7.6923003,30.5,call,2,3,2018-07-26 17:00:00
13,2.35,2.15,-0.3599999,REGULAR,IQ180727C00031000,USD,1532649600,0.846681220703124,True,2.2,1532369452,262,-14.062495,31.0,call,77,3,2018-07-26 17:00:00
14,2.0,1.8,-0.65,REGULAR,IQ180727C00031500,USD,1532649600,0.830079824218749,True,1.85,1532370192,138,-26.0,31.5,call,48,3,2018-07-26 17:00:00
